id;domanda;risposta_corretta;risposta_errata_1;risposta_errata_2
0848;L'art. 6 della l. n. 241/1990, in sede di specificazione dei compiti primari del responsabile del procedimento, dispone espressamente che il responsabile:;Valuta, ai fini istruttori, le condizioni di ammissibilità, i requisiti di legittimazione ed i presupposti che siano rilevanti per l'emanazione di unprovvedimento.;Decide anche avverso i ricorsi sul provvedimento emanato.;Normalmente è organo esterno all'amministrazione nominato dagli organi di governo della stessa.
0849;Il Capo II della l. n. 241/1990 è riservato alla figura del responsabile del procedimento, ovvero del soggetto al quale è affidata la gestione del procedimento amministrativo. Esso:;Valuta, ai fini istruttori, le condizioni di ammissibilità che siano rilevanti per l'emanazionedi un provvedimento.;É solo competente all'indizione delle conferenze di servizi e a decidere avverso i ricorsi delprovvedimento emanato.;Non può ordinare esibizioni di documenti.
0850;Il Capo II della l. n. 241/1990 è riservato alla figura del responsabile del procedimento, ovvero del soggetto al quale è affidata la gestione del procedimento amministrativo. Esso:;Valuta, ai fini istruttori, i requisiti di legittimazione che siano rilevanti per l'emanazionedi un provvedimento.;Non può ordinare esibizioni di documenti.;Non può esperire ispezioni.
0851;Il Capo II della l. n. 241/1990 è riservato alla figura del responsabile del procedimento, ovvero del soggetto al quale è affidata la gestione del procedimento amministrativo. Esso:;Valuta, ai fini istruttori, i presupposti che siano rilevanti per l'emanazione di unprovvedimento.;Non è mai competente alla valutazione della sussistenza dell'obbligo di provvedere.;É solo competente all'indizione delle conferenze di servizi e a decidere avverso i ricorsi delprovvedimento emanato.
0852;Con riferimento alle norme sul procedimento amministrativo chi valuta, ai fini istruttori, le condizioni di ammissibilità che siano rilevanti per l'emanazione di un provvedimento (art. 6, legge n.241/1990)?;Il responsabile del procedimento.;Il responsabile dell'ufficio tecnico.;Il responsabile dell'ufficio di ragioneria.
0853;Con riferimento alle norme sul procedimento amministrativo chi valuta, ai fini istruttori, i requisiti di legittimazione rilevanti perl'emanazione di un provvedimento (art. 6, legge n. 241/1990)?;Il responsabile del procedimento.;Il soggetto competente all'adozione del provvedimentofinale.;L'organo di controllo amministrativo-contabiledell'Amministrazione.
0854;A norma di quanto dispone l'art. 6 della legge n. 241/1990, chi valuta, ai fini istruttori i presupposti che siano rilevanti perl'emanazione di un provvedimento amministrativo?;Il responsabile del procedimento.;L'organo di governo dell'Amministrazione.;L'organo di indirizzo politico- amministrativodell'Amministrazione.
0855;Il responsabile del procedimento ha una serie di compiti propri ed altri attribuiti in via eventuale qualora ne abbia la competenza. Ai sensi dell'art. 6 della l. n. 241/1990:;È compito proprio la valutazione, ai fini istruttori, delle condizioni di ammissibilità che siano rilevanti per l'emanazione del provvedimento.;È sempre compito proprio l'adozione del provvedimento finale.;È compito eventuale la valutazione, ai fini istruttori, dei requisiti di legittimazione e dei presupposti che siano rilevanti per l'emanazione di provvedimenti.
0856;A norma di quanto dispone l'art. 6 della legge 241/1990 chi accerta di ufficio i fatti, disponendo il compimento degli atti all'uoponecessari?;Il responsabile del procedimento.;In ogni caso il responsabile del provvedimento finale.;L'organo responsabile per l'esecuzione del PEG.
0857;Con riferimento alle norme sul procedimento amministrativo, chiaccerta d'ufficio i fatti, disponendo il compimento degli atti all'uopo necessari (art. 6, legge n. 241/1990)?;Il responsabile del procedimento.;L'organo di vertice della P.A.;L'organo politico della P.A.
0858;Con riferimento alle norme sul procedimento amministrativo, accertare di ufficio i fatti, disponendo il compimento degli atti all'uopo necessari è una competenza che l'art. 6 della legge n. 241/1990 attribuisce al responsabile del procedimento. Quantoaffermato è:;Vero, lo prevede espressamente l'art. 6.;Falso, l'art. 6 attribuisce la competenza al responsabile del provvedimento finale.;Falso, l'art. 6 attribuisce la competenza al responsabile dell'ufficio di ragioneria.
0859;A norma di quanto dispone l'art. 6 della legge 241/1990 chi adotta ogni misura per l'adeguato e sollecito svolgimento dell'istruttoria?;Il responsabile del procedimento.;In ogni caso il soggetto competente all'adozione delprovvedimento finale.;L'organo responsabile delle certificazione dei bilanci.
0860;Nel procedimento amministrativo, a norma di quanto dispone la legge n. 241/1990, chi adotta ogni misura per l'adeguato e sollecitosvolgimento dell'istruttoria?;Il responsabile del procedimento.;L'organo di vertice della P.A.;L'organo politico della P.A.
0861;Con riferimento alle norme sul procedimento amministrativo, il compito di adottare ogni misura per l'adeguato e sollecito svolgimento dell'istruttoria spetta al responsabile del procedimento?;Si, lo prevede espressamente l'art. 6 della legge 241/1990.;No, compete sempre al dirigente responsabile del provvedimento finale.;No, compete sempre all'organo competente all'adozione del provvedimento finale.
0862;Con riferimento alle norme sul procedimento amministrativo, il compito di chiedere, in fase di istruttoria, il rilascio di dichiarazioni, la rettifica di dichiarazioni o istanze erronee o incomplete spetta alresponsabile del procedimento?;Si, lo prevede espressamente l'art. 6 della legge 241/1990.;No, compete sempre al dirigente responsabile del provvedimento finale.;Si, congiuntamente al dirigente dell'ufficio di ragioneria.
0863;Chi può chiedere, in fase di istruttoria del procedimento amministrativo, il rilascio di dichiarazioni, la rettifica di dichiarazioni o istanze erronee o incomplete (art. 6, legge n.241/1990)?;Il responsabile del procedimento.;L'organo di governo dell'Amministrazione.;L'organo di indirizzo politico- amministrativo dell'Amministrazione.
0864;Il responsabile del procedimento amministrativo può chiedere, in fase di istruttoria, il rilascio di dichiarazioni?;Si, nonché la rettifica di dichiarazioni o istanze erronee o incomplete e può esperire accertamenti tecnici ed ispezioni ed ordinare esibizionidocumentali.;Si, ma non può chiedere la rettifica di dichiarazioni o istanze erronee o incomplete.;No, può solo esperire accertamenti tecnici ed ispezioni ed ordinare esibizioni documentali.
0865;A norma di quanto dispone l'art. 6 della legge 241/1990 chi puòchiedere, in fase di istruttoria, il rilascio di dichiarazioni?;Il responsabile del procedimento.;In ogni caso il responsabile delprovvedimento finale.;L'organo di indirizzo politico-amministrativo della P.A.
0866;Con riferimento alle norme sul procedimento amministrativo chi può chiedere, in fase di istruttoria, la rettifica di dichiarazioni o istanzeerronee o incomplete ( art. 6 l. n. 241/1990)?;Il responsabile del procedimento.;Il responsabile dell'ufficio tecnico.;Il responsabile dell'ufficio di ragioneria.
0867;Con riferimento alle norme sul procedimento amministrativo, il compito di chiedere, in fase di istruttoria la rettifica di istanzeerronee o incomplete spetta al responsabile del procedimento?;Si, lo prevede espressamente l'art. 6 della legge 241/1990.;No, compete sempre al dirigenteresponsabile del provvedimento finale.;No, compete sempre all'organocompetente all'adozione del provvedimento finale.
0868;Chi può esperire accertamenti tecnici ed ispezioni ed ordinare esibizioni documentali al fine del procedimento amministrativo (art.6, legge n. 241/1990)?;Il responsabile del procedimento.;L'organo di governo dell'Amministrazione.;L'organo di indirizzo politico-amministrativo dell'Amministrazione.
0869;A norma di quanto dispone l'art. 6 della legge 241/1990 chi può esperire accertamenti tecnici ed ispezioni ed ordinare esibizionidocumentali?;Il responsabile del procedimento.;In ogni caso il soggettocompetente all'adozione del provvedimento finale.;L'organo di controllo amministrativo-contabile della P.A.
0870;A norma di quanto dispone l'art. 6 della legge 241/1990 chi puòordinare esibizioni documentali?;Il responsabile del procedimento.;In ogni caso il responsabile delprovvedimento finale.;L'organo di indirizzo politico-amministrativo della P.A.
0871;Il responsabile del procedimento, ai sensi della legge n. 241 del 1990,:;Accerta d'ufficio i fatti, disponendo il compimento degliatti all'uopo necessari.;Non può esperire ispezioni.;Non può ordinare esibizioni di documenti.
0872;Il Capo II della l. n. 241/1990 è riservato alla figura del responsabile del procedimento, ovvero del soggetto al quale è affidata la gestionedel procedimento amministrativo. Esso:;Accerta d'ufficio i fatti, disponendo il compimento degliatti all'uopo necessari.;Non è mai competente alla valutazione della sussistenzadell'obbligo di provvedere.;Non può ordinare esibizioni di documenti.
0873;Il Capo II della l. n. 241/1990 è riservato alla figura del responsabile del procedimento, ovvero del soggetto al quale è affidata la gestionedel procedimento amministrativo. Esso:;Adotta ogni misura per l'adeguato e sollecitosvolgimento dell'istruttoria.;Non è mai competente alla valutazione della sussistenzadell'obbligo di provvedere.;Non può ordinare esibizioni di documenti.
0874;L'art. 6 della l. n. 241/1990, in sede di specificazione dei compiti primari del responsabile del procedimento, dispone espressamente che il responsabile:;Adotta ogni misura per l'adeguato e sollecito svolgimento dell'istruttoria.;Normalmente è organo esterno all'amministrazione nominato dagli organi di governo dellastessa.;Non può esperire ispezioni.
0875;Con riferimento ai compiti del responsabile del procedimento amministrativo, l'art. 6 della legge 241/1990 dispone espressamente che il responsabile:;Può chiedere, in fase di istruttoria, il rilascio di dichiarazioni, la rettifica di dichiarazioni o istanze erronee oincomplete.;È sempre competente all'adozione del provvedimento finale.;Normalmente è organo esterno all'amministrazione nominato dagli organi di governo della stessa.
0876;Il Capo II della l. n. 241/1990 è riservato alla figura del responsabile del procedimento, ovvero del soggetto al quale è affidata la gestionedel procedimento amministrativo. Esso:;Può chiedere, in fase di istruttoria, il rilascio didichiarazioni.;Non è mai competente alla valutazione della sussistenzadell'obbligo di provvedere.;Non può ordinare esibizioni di documenti.
0877;L'art. 6 della l. n. 241/1990, in sede di specificazione dei compiti primari del responsabile del procedimento, dispone espressamente che il responsabile:;Può chiedere, in fase di istruttoria la rettifica di dichiarazioni o istanze erronee oincomplete.;Può chiedere il rilascio di dichiarazioni, ma non la rettifica di istanze incomplete.;Non è mai competente all'adozione del provvedimento finale.
0878;Il Capo II della l. n. 241/1990 è riservato alla figura del responsabile del procedimento, ovvero del soggetto al quale è affidata la gestione del procedimento amministrativo. Esso:;Può esperire accertamenti tecnici ed ispezioni ed ordinare esibizioni documentali.;Non può ordinare esibizioni di documenti.;É solo competente all'indizione delle conferenze di servizi e a decidere avverso i ricorsi delprovvedimento emanato.
