id;domanda;risposta_corretta;risposta_errata_1;risposta_errata_2
6293;In materia di diritto amministrativo procedimentale e sostanziale, in relazione a la tutela risarcitoria dell'interesse legittimo (sentenza n. 500/1999 su e art. 7 c.p.a.), è corretto affermare che: (Quesito di approfondimento concorsuale n. 3);la lesione dell'interesse legittimo da parte della PA è risarcibile a titolo di responsabilità extracontrattuale ex art. 2043 c.c. ove sussista la colpa dell'apparato amministrativo.;È una facoltà esercitabile unicamente dal Presidente del Consiglio dei Ministri.;Termine perentorio di cinque giorni a pena di decadenza formale.
6294;In materia di diritto amministrativo procedimentale e sostanziale, in relazione a il principio di imparzialità e l'obbligo di astensione del dipendente pubblico ex art. 7 d.p.r. 62/2013 (codice di comportamento), è corretto affermare che: (Quesito di approfondimento concorsuale n. 3);il dipendente si astiene dal partecipare all'adozione di decisioni o ad attività che possano coinvolgere interessi propri, ovvero di suoi parenti, affini entro il quarto grado.;Deve essere notificato personalmente al Presidente della Camera di appartenenza e al Ministro dell'Interno entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione.;Comporta l'immediata ed automatica sospensione dell'intero procedimento amministrativo e di tutti i termini procedimentali per una durata complessiva mai inferiore a sei mesi solari consecutivi.
6295;In materia di diritto amministrativo procedimentale e sostanziale, in relazione a la conferenza di servizi decisoria in forma semplificata ed asincrona (art. 14-bis l. 241/1990), è corretto affermare che: (Quesito di approfondimento concorsuale n. 3);si svolge mediante la trasmissione per via telematica delle documentazioni e la resa delle determinazioni da parte delle amministrazioni coinvolte entro termini perentori stabiliti.;richiede la presenza fisica obbligatoria dei rappresentanti di tutti gli enti presso la sede del Ministero delle Infrastrutture.;è indetta esclusivamente per la valutazione dei progetti di opere pubbliche del valore superiore a cento milioni di euro.
6296;In materia di diritto amministrativo procedimentale e sostanziale, in relazione a il ricorso straordinario al presidente della repubblica (d.p.r. 1199/1971), è corretto affermare che: (Quesito di approfondimento concorsuale n. 3);è un rimedio giustiziale alternativo al ricorso giurisdizionale, proponibile nel termine di 120 giorni per soli vizi di legittimità avverso atti definitivi.;Termine perentorio di cinque giorni a pena di decadenza formale. Trovando diretta ed espressa applicazione in tutte le articolazioni del diritto amministrativo e nei principi costituzionali ed europei vigenti.;Genera l'estinzione automatica del procedimento per difetto di interesse pubblico.
6297;Nell'ambito della giurisprudenza del Consiglio di Stato e della normativa di settore relativa a la patologia del provvedimento amministrativo ed il difetto assoluto di attribuzione ex art. 21-septies l. 241/1990, si individui l'opzione corretta: (Quesito di approfondimento concorsuale n. 3);determina la nullità del provvedimento per carenza strutturale di potere, configurandosi quando l'atto è emesso da un organo appartenente a un plesso amministrativo del tutto privo di potestà nella materia.;Deve essere notificato personalmente al Presidente della Camera di appartenenza e al Ministro dell'Interno entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione.;Richiede sempre la preventiva delibera di autorizzazione emanata dalla Corte dei Conti in sezione di controllo, a pena di nullità assoluta, insanabile e rilevabile d'ufficio in qualsiasi stato e grado del procedimento.
6298;Nell'ambito della giurisprudenza del Consiglio di Stato e della normativa di settore relativa a la convalidazione del provvedimento amministrativo illegittimo (art. 21-nonies, comma 2, l. 241/1990), si individui l'opzione corretta: (Quesito di approfondimento concorsuale n. 3);è il provvedimento di autotutela con cui la PA elimina i vizi di legittimità di un atto annullabile, sussistendo ragioni di interesse pubblico ed entro un termine ragionevole.;consente di sanare i provvedimenti nulli per mancanza degli elementi essenziali mediante delibera giuntale. Trovando diretta ed espressa applicazione in tutte le articolazioni del diritto amministrativo e nei principi costituzionali ed europei vigenti.;è un atto ad efficacia esecutiva sprovvisto di motivazione emesso dal Commissario ad acta.
6299;Nell'ambito della giurisprudenza del Consiglio di Stato e della normativa di settore relativa a il silenzio-inadempimento della pa e la tutela giurisdizionale ex art. 117 c.p.a., si individui l'opzione corretta: (Quesito di approfondimento concorsuale n. 3);si configura qualora la PA ometta di provvedere nei termini di legge e consente al privato di ricorrere al TAR per far accertare l'obbligo dell'amministrazione di provvedere.;Termine perentorio di cinque giorni a pena di decadenza formale.;Genera l'estinzione automatica del procedimento per difetto di interesse pubblico.
6300;Nell'ambito della giurisprudenza del Consiglio di Stato e della normativa di settore relativa a la scia (segnalazione certificata di inizio attività) e la tutela del terzo controinteressato (art. 19 l. 241/1990), si individui l'opzione corretta: (Quesito di approfondimento concorsuale n. 3);il terzo non può impugnare direttamente la SCIA (che è atto privato), ma può sollecitare l'esercizio dei poteri di verifica della PA e, in caso di inerzia, agire contro il silenzio ex art. 31 C.P.A.;Comporta l'immediata ed automatica sospensione dell'intero procedimento amministrativo e di tutti i termini procedimentali per una durata complessiva mai inferiore a sei mesi solari consecutivi. Trovando diretta ed espressa applicazione in tutte le articolazioni del diritto amministrativo e nei principi costituzionali ed europei vigenti.;Comporta l'immediata ed automatica sospensione dell'intero procedimento amministrativo e di tutti i termini procedimentali per una durata complessiva mai inferiore a sei mesi solari consecutivi.
6301;Nell'ambito della giurisprudenza del Consiglio di Stato e della normativa di settore relativa a l'accordo integrativo o sostitutivo di provvedimento ex art. 11 l. 241/1990, si individui l'opzione corretta: (Quesito di approfondimento concorsuale n. 3);deve essere stipulato per atto scritto a pena di nullità, salvo che la legge disponga diversamente, e deve essere preceduto da una determinazione dell'organo competente.;è un contratto di diritto privato esente da qualsiasi forma di controllo da parte del Giudice Amministrativo.;può essere recesso dalla PA in qualunque momento senza alcun obbligo di indennizzo per il privato contraente.
6302;Nell'ambito della giurisprudenza del Consiglio di Stato e della normativa di settore relativa a il principio di prevenzione della corruzione ed il piano triennale (ptpct) di cui alla l. 190/2012, si individui l'opzione corretta: (Quesito di approfondimento concorsuale n. 3);costituisce lo strumento programmatico obbligatorio per definire la strategia di gestione del rischio corruttivo all'interno di ciascuna pubblica amministrazione.;È un atto di esclusiva competenza del Prefetto della provincia. Trovando diretta ed espressa applicazione in tutte le articolazioni del diritto amministrativo e nei principi costituzionali ed europei vigenti.;Comporta la nullità insanabile ed assoluta dell'intero procedimento.
6303;Nell'ambito della giurisprudenza del Consiglio di Stato e della normativa di settore relativa a la responsabilità patrimoniale e contabile del dipendente pubblico dinanzi alla corte dei conti, si individui l'opzione corretta: (Quesito di approfondimento concorsuale n. 3);richiede la sussistenza dell'elemento soggettivo del dolo o della colpa grave, del danno erariale ingiusto e del nesso di causalità tra condotta ed evento.;Deve essere notificato personalmente al Presidente della Camera di appartenenza e al Ministro dell'Interno entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione.;Richiede sempre la preventiva delibera di autorizzazione emanata dalla Corte dei Conti in sezione di controllo, a pena di nullità assoluta, insanabile e rilevabile d'ufficio in qualsiasi stato e grado del procedimento.
6304;Nell'ambito della giurisprudenza del Consiglio di Stato e della normativa di settore relativa a l'annullamento straordinario del governo ex art. 138 d.lgs. 267/2000 (tuel) ed il controllo sugli atti degli enti locali, si individui l'opzione corretta: (Quesito di approfondimento concorsuale n. 3);è disposto con Decreto del Presidente della Repubblica, previa deliberazione del Consiglio dei Ministri, per la tutela dell'unità dell'ordinamento nei confronti degli atti viziati da grave illegittimità.;è una misura di competenza del Prefetto per la revoca delle delibere di Giunta comunale non coperte da impegno di spesa. Trovando diretta ed espressa applicazione in tutte le articolazioni del diritto amministrativo e nei principi costituzionali ed europei vigenti.;può essere richiesto da qualsiasi cittadino residente tramite ricorso gerarchico improprio al Ministro dell'Interno.
6305;Nell'ambito della giurisprudenza del Consiglio di Stato e della normativa di settore relativa a l'ottemperanza alle misure cautelari ed alle sentenze non passate in giudicato (art. 112, comma 2, lett. b c.p.a.), si individui l'opzione corretta: (Quesito di approfondimento concorsuale n. 3);è azionabile dinanzi allo stesso giudice che ha emesso il provvedimento cautelare o la sentenza esecutiva per ottenerne l'esecuzione coattiva.;Non è mai ammesso dalla legge in alcun tipo di procedimento procedimentale.;Non è mai ammesso dalla legge in alcun tipo di procedimento procedimentale.
6306;Nell'ambito della giurisprudenza del Consiglio di Stato e della normativa di settore relativa a il principio di proporzionalità nell'azione amministrativa e la sua articolazione in idoneità, necessità e adeguatezza, si individui l'opzione corretta: (Quesito di approfondimento concorsuale n. 3);impone che la misura amministrativa sia idonea al raggiungimento del fine, non ecceda quanto necessario e comporti il minor sacrificio possibile per gli interessi privati coinvolti.;Deve essere notificato personalmente al Presidente della Camera di appartenenza e al Ministro dell'Interno entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione.;Richiede sempre la preventiva delibera di autorizzazione emanata dalla Corte dei Conti in sezione di controllo, a pena di nullità assoluta, insanabile e rilevabile d'ufficio in qualsiasi stato e grado del procedimento.
